id,value,key
1,START,START
1,Agence,N
1,Lux,N
1,De,N
1,Graef,N
1,Vanden,N
1,Broek,N
1,et,N
1,Co,N
1,à,AD
1,Anvers.,AD
1,S.,N
1,c.,N
1,Constitution,EV
1,764.,ID
1,END,END
2,START,START
2,Allience,N
2,Electrique,N
2,(L'),N
2,à,AD
2,Bruxelles.,AD
2,S.,N
2,an.,N
2,Clôture,EV
2,de,EV
2,liquidation,EV
2,1125.,ID
2,END,END
3,START,START
3,American,N
3,Amusement,N
3,Company,N
3,à,AD
3,Bruxelles.,AD
3,S.,N
3,an.,EV
3,Rectification,EV
3,278.,ID
3,END,END
4,START,START
4,Amora,N
4,Manufacture,N
4,d'Objets,N
4,d'Art,N
4,en,N
4,Biscuit,N
4,et,N
4,Terre,N
4,cuite,N
4,à,AD
4,Bruxelles.,AD
4,S.,N
4,an.,N
4,Constitution,EV
4,1536.,ID
4,END,END
5,START,START
5,Anglo-Belgian,N
5,Company,N
5,à,AD
5,Gand.,AD
5,S.,N
5,an.,N
5,Pouvoir,EV
5,798.,ID
5,END,END
6,START,START
6,Balgo-brésilienne,N
6,(Société),N
6,à,AD
6,Bruxelles.,AD
6,S.,N
6,an.,N
6,END,END
7,START,START
7,Bell,N
7,Telephone,N
7,Manufacturing,N
7,C0,N
7,à,AD
7,Anvers.,AD
7,S.,N
7,an.,N
7,Nomination,EV
7,de,EV
7,sous-directeur.,EV
7,-,EV
7,Pouvoirs,EV
7,1698.,ID
7,END,END
8,START,START
8,Berns,N
8,et,N
8,C0,N
8,(Fédor),N
8,à,AD
8,Anvers.,AD
8,S.,N
8,c.,N
8,Dissolution,EV
8,42.,ID
8,END,END
9,START,START
9,Bonsecouroise,N
9,(La),N
9,Bonsecours.,N
9,S.,N
9,an.,N
9,Bilan,EV
9,et,EV
9,compte,EV
9,de,EV
9,profits,EV
9,et,EV
9,perte,EV
9,au,EV
9,31,EV
9,décembre,EV
9,1912,EV
9,1083.,ID
9,END,END
10,START,START
10,Boulonneries,N
10,et,N
10,Ferronneries,N
10,Saint-Eloi,N
10,à,AD
10,Courcelles-Mottes.,AD
10,S.,N
10,an.,N
10,Bilan,EV
10,et,EV
10,compte,EV
10,de,EV
10,profits,EV
10,et,EV
10,pertes,EV
10,au,EV
10,31,EV
10,décembre,EV
10,1912,EV
10,18329.,ID
10,END,END
11,START,START
11,Charbonnages,N
11,de,N
11,Maurage,N
11,à,AD
11,Bruxelles.,AD
11,S.,N
11,an.,N
11,Modifications,EV
11,aux,EV
11,statuts,EV
11,415.,ID
11,END,END
12,START,START
12,Charbonnages,N
12,réunis,N
12,de,N
12,Bender,N
12,Eregli,N
12,à,AD
12,Bruxelles.,AD
12,S.,N
12,an.,N
12,Status,EV
12,1384.,ID
12,END,END
13,START,START
13,Chocolaterie,N
13,Gloria,N
13,à,AD
13,Vaulx-lez-Tournai.,AD
13,S.,N
13,an.,N
13,Dissolution,EV
13,583.,ID
13,END,END
14,START,START
14,Ciment,N
